,0,1,2,3,4,5,6,7,8,9
0,0.8746508442235577,0.11392010139418274,1.8250238055549761,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0906453784270407,0.1193822462266014,1.9016324936234459,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.8795429281546596,0.1669908006734942,2.63397279524864,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.8393181252529067,0.18541596803799043,3.6386507187264163,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.8413232017457002,0.18671385596058288,3.379845473427569,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.8540553512267908,0.19715675945339464,3.845232505317474,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.7839261926544441,0.18124636446151365,3.351014835796522,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.9062654076222398,0.18556973948298705,3.031319927678832,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.2318800225496296,0.09736456572211921,1.709650576258805,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,0.8815720063138135,0.1941321634844233,3.3951772975676136,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,0.8992564625691042,0.19133553365750183,3.5359543472607853,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,1.0203065782791207,0.13828765856999922,2.0636654028727763,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,0.9487623483006257,0.15866395323924387,3.629682778639123,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,0.7889174985866233,0.18581962025060456,3.593213467211998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,1.1170337925711187,0.11695713863028044,1.9919096666434315,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,1.166745678589018,0.12553869408538,2.192757554496693,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,0.9590419099455068,0.12714252776992008,1.9013889846777823,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,0.8131401314406874,0.23003758271157665,4.594269383635163,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,0.9111621607564695,0.15487328252126642,2.5316465112515707,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,0.6492907512984792,0.23415767023794648,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,0.8330954267722499,0.1791192533835322,3.106316726256228,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,1.0102277804410542,0.15874031242748132,2.19280546725222,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,0.7862451631746479,0.1912987489242738,3.228881914489908,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0.8218649796586381,0.20601912733783162,3.5895515549628296,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.8467781917695916,0.15676091222745708,3.003532529642434,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,0.952973416064519,0.135926443677144,2.0791988977598646,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,0.9020038628854329,0.15757915368620726,2.5041062456778898,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,0.9266430177466342,0.16351496683933936,2.7159381113303196,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,0.9051051864093955,0.14553407329842394,2.8831345726812785,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,0.835316161354362,0.1866734415893734,3.57583933704974,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,0.7891175781127271,0.2043102229582989,4.084072143300366,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,0.8131690875017406,0.1970270816573372,3.740906892020885,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,0.8423626060887867,0.1885384238357127,3.640413289169049,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,0.9019817887799755,0.14568882462048333,2.3130640247552403,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,0.7154714378926879,0.24548716877651172,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,0.80432205823344,0.19597793945541278,3.4131362379165706,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,0.8544552856540735,0.17218609000836652,3.0238055342877974,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,1.44297176177687,0.05239183203932482,1.2553040038002075,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,1.058528033489183,0.13385857984047728,2.151036527078503,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,0.6880302549900421,0.19711038430646372,4.239312269135219,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,0.8625949668791068,0.16341704610064778,2.6335623789609954,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,0.9036279430183823,0.17294965611051777,3.004887361524768,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0.8922781226554687,0.19460640629275894,3.9156309184447773,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,0.772142516381009,0.18935330288743374,3.2761796858510372,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,0.9073149864801221,0.14157928881114662,2.2855661618121936,1.0,1.0,1.0,1.0,1.0,1.0,1.0
